280,4,4,4
282,4,4,4
284,3.979,3.937,3.967
286,3.913,3.922,3.895
288,3.889,3.891,3.865
290,3.869,3.896,3.838
292,3.855,3.842,3.828
294,3.804,3.816,3.824
296,3.777,3.787,3.803
298,3.849,3.802,3.8
300,3.804,3.781,3.778
302,3.78,3.77,3.788
304,3.798,3.762,3.787
306,3.74,3.763,3.751
308,3.489,3.489,3.493
310,2.766,2.835,2.867
312,2.022,2.027,2.06
314,1.51,1.513,1.552
316,1.032,1.033,1.059
318,0.809,0.814,0.842
320,0.664,0.667,0.702
322,0.584,0.588,0.616
324,0.531,0.532,0.564
326,0.505,0.504,0.536
328,0.483,0.485,0.515
330,0.464,0.465,0.495
332,0.444,0.446,0.476
334,0.43,0.432,0.462
336,0.419,0.421,0.451
338,0.408,0.41,0.439
340,0.394,0.396,0.425
342,0.382,0.384,0.412
344,0.372,0.374,0.402
346,0.364,0.365,0.394
348,0.356,0.358,0.388
350,0.349,0.352,0.38
352,0.344,0.346,0.374
354,0.337,0.339,0.368
356,0.329,0.33,0.359
358,0.315,0.317,0.346
360,0.3,0.302,0.331
362,0.285,0.287,0.315
364,0.267,0.269,0.297
366,0.244,0.246,0.274
368,0.224,0.226,0.254
370,0.205,0.21,0.236
372,0.191,0.192,0.22
374,0.18,0.183,0.21
376,0.172,0.175,0.202
378,0.166,0.169,0.196
380,0.16,0.162,0.19
382,0.155,0.157,0.185
384,0.151,0.153,0.18
386,0.147,0.15,0.177
388,0.145,0.147,0.175
390,0.142,0.145,0.172
392,0.141,0.143,0.171
394,0.139,0.142,0.169
396,0.138,0.14,0.168
398,0.137,0.139,0.166
400,0.135,0.138,0.165
402,0.134,0.137,0.164
404,0.133,0.135,0.163
406,0.132,0.134,0.162
408,0.131,0.133,0.16
410,0.13,0.132,0.16
412,0.129,0.131,0.159
414,0.128,0.13,0.158
416,0.127,0.129,0.157
418,0.126,0.129,0.156
420,0.125,0.128,0.155
422,0.125,0.128,0.154
424,0.124,0.127,0.154
426,0.124,0.126,0.154
428,0.123,0.126,0.153
430,0.123,0.125,0.153
432,0.122,0.125,0.152
434,0.122,0.124,0.151
436,0.121,0.123,0.151
438,0.12,0.123,0.15
440,0.12,0.122,0.15
442,0.12,0.122,0.149
444,0.119,0.122,0.149
446,0.119,0.121,0.149
448,0.119,0.121,0.148
450,0.118,0.121,0.148
452,0.118,0.121,0.148
454,0.118,0.12,0.148
456,0.117,0.12,0.147
458,0.117,0.12,0.147
460,0.117,0.119,0.146
462,0.117,0.119,0.146
464,0.116,0.118,0.146
466,0.116,0.118,0.146
468,0.115,0.118,0.145
470,0.115,0.118,0.145
472,0.115,0.117,0.145
474,0.115,0.117,0.145
476,0.115,0.117,0.144
478,0.114,0.117,0.144
480,0.114,0.116,0.144
482,0.113,0.116,0.144
484,0.113,0.116,0.143
486,0.113,0.116,0.143
488,0.113,0.116,0.143
490,0.113,0.115,0.143
492,0.113,0.115,0.143
494,0.113,0.115,0.143
496,0.113,0.115,0.143
498,0.112,0.115,0.142
500,0.112,0.114,0.142
502,0.112,0.114,0.142
504,0.112,0.114,0.142
506,0.112,0.114,0.142
508,0.112,0.114,0.142
510,0.111,0.114,0.141
512,0.111,0.114,0.141
514,0.111,0.114,0.141
516,0.111,0.113,0.141
518,0.111,0.113,0.141
520,0.111,0.113,0.141
522,0.111,0.113,0.141
524,0.111,0.113,0.141
526,0.11,0.113,0.141
528,0.11,0.113,0.141
530,0.111,0.113,0.14
532,0.111,0.113,0.141
534,0.11,0.113,0.141
536,0.11,0.112,0.14
538,0.11,0.113,0.141
540,0.11,0.112,0.14
542,0.11,0.112,0.14
544,0.11,0.112,0.14
546,0.11,0.112,0.14
548,0.11,0.112,0.14
550,0.11,0.112,0.14
552,0.11,0.112,0.14
554,0.11,0.112,0.14
556,0.109,0.112,0.14
558,0.109,0.112,0.14
560,0.109,0.112,0.139
562,0.109,0.112,0.14
564,0.109,0.112,0.139
566,0.109,0.112,0.139
568,0.109,0.111,0.139
570,0.109,0.111,0.139
572,0.109,0.111,0.139
574,0.109,0.111,0.139
576,0.109,0.111,0.139
578,0.108,0.111,0.139
580,0.108,0.111,0.139
582,0.108,0.111,0.139
584,0.108,0.111,0.138
586,0.108,0.11,0.138
588,0.108,0.11,0.138
590,0.108,0.11,0.138
592,0.108,0.11,0.138
594,0.108,0.11,0.138
596,0.107,0.11,0.138
598,0.107,0.11,0.137
600,0.107,0.11,0.137
