280,3.461,3.429,3.425
282,2.737,2.729,2.712
284,2.317,2.294,2.29
286,1.861,1.849,1.847
288,1.54,1.537,1.528
290,1.358,1.345,1.343
292,1.172,1.165,1.157
294,1.004,1.001,0.995
296,0.851,0.841,0.841
298,0.72,0.72,0.715
300,0.647,0.645,0.646
302,0.591,0.587,0.587
304,0.553,0.55,0.549
306,0.517,0.514,0.513
308,0.492,0.49,0.489
310,0.472,0.469,0.469
312,0.456,0.453,0.453
314,0.442,0.439,0.439
316,0.421,0.419,0.418
318,0.406,0.404,0.403
320,0.39,0.388,0.387
322,0.378,0.376,0.375
324,0.364,0.363,0.362
326,0.356,0.354,0.353
328,0.348,0.346,0.345
330,0.337,0.337,0.335
332,0.325,0.324,0.323
334,0.315,0.313,0.312
336,0.305,0.304,0.303
338,0.296,0.295,0.294
340,0.285,0.284,0.283
342,0.277,0.276,0.275
344,0.27,0.269,0.268
346,0.265,0.264,0.263
348,0.26,0.259,0.258
350,0.255,0.254,0.253
352,0.25,0.249,0.248
354,0.245,0.244,0.243
356,0.238,0.238,0.237
358,0.23,0.23,0.229
360,0.222,0.221,0.221
362,0.213,0.212,0.212
364,0.201,0.201,0.2
366,0.186,0.185,0.184
368,0.17,0.17,0.169
370,0.155,0.155,0.154
372,0.142,0.143,0.141
374,0.133,0.133,0.132
376,0.127,0.126,0.125
378,0.122,0.122,0.12
380,0.116,0.116,0.115
382,0.112,0.112,0.112
384,0.109,0.109,0.108
386,0.106,0.107,0.106
388,0.105,0.105,0.104
390,0.103,0.103,0.102
392,0.102,0.102,0.102
394,0.101,0.101,0.1
396,0.1,0.101,0.1
398,0.099,0.1,0.099
400,0.099,0.099,0.098
402,0.098,0.099,0.098
404,0.098,0.098,0.097
406,0.097,0.098,0.097
408,0.097,0.097,0.096
410,0.096,0.097,0.096
412,0.096,0.096,0.095
414,0.095,0.095,0.095
416,0.095,0.095,0.094
418,0.094,0.095,0.094
420,0.094,0.094,0.093
422,0.093,0.094,0.093
424,0.093,0.093,0.093
426,0.093,0.093,0.092
428,0.092,0.093,0.092
430,0.092,0.092,0.092
432,0.092,0.092,0.091
434,0.091,0.092,0.091
436,0.091,0.091,0.091
438,0.091,0.091,0.09
440,0.09,0.091,0.09
442,0.09,0.091,0.09
444,0.09,0.091,0.09
446,0.09,0.09,0.089
448,0.09,0.09,0.089
450,0.089,0.09,0.089
452,0.089,0.09,0.089
454,0.089,0.09,0.089
456,0.089,0.09,0.088
458,0.088,0.09,0.088
460,0.088,0.09,0.088
462,0.088,0.09,0.088
464,0.088,0.089,0.088
466,0.088,0.089,0.088
468,0.088,0.089,0.088
470,0.088,0.089,0.087
472,0.088,0.088,0.087
474,0.087,0.088,0.087
476,0.087,0.088,0.087
478,0.087,0.088,0.087
480,0.087,0.088,0.087
482,0.087,0.088,0.087
484,0.087,0.087,0.087
486,0.087,0.087,0.087
488,0.086,0.087,0.087
490,0.086,0.087,0.087
492,0.086,0.087,0.087
494,0.086,0.087,0.086
496,0.086,0.087,0.086
498,0.086,0.087,0.086
500,0.086,0.087,0.086
502,0.086,0.087,0.086
504,0.086,0.087,0.086
506,0.086,0.087,0.086
508,0.086,0.087,0.086
510,0.086,0.086,0.086
512,0.086,0.086,0.086
514,0.086,0.086,0.086
516,0.086,0.087,0.086
518,0.086,0.086,0.086
520,0.086,0.086,0.086
522,0.086,0.086,0.086
524,0.086,0.086,0.086
526,0.086,0.086,0.086
528,0.086,0.086,0.086
530,0.086,0.086,0.086
532,0.086,0.086,0.086
534,0.086,0.086,0.086
536,0.086,0.086,0.086
538,0.086,0.086,0.086
540,0.086,0.086,0.086
542,0.086,0.086,0.086
544,0.086,0.086,0.086
546,0.086,0.086,0.086
548,0.086,0.086,0.086
550,0.086,0.086,0.086
552,0.086,0.086,0.086
554,0.086,0.086,0.086
556,0.086,0.086,0.086
558,0.086,0.086,0.086
560,0.086,0.086,0.086
562,0.086,0.086,0.086
564,0.085,0.086,0.086
566,0.085,0.086,0.086
568,0.085,0.086,0.086
570,0.085,0.086,0.086
572,0.085,0.086,0.085
574,0.085,0.086,0.085
576,0.085,0.086,0.085
578,0.085,0.086,0.085
580,0.085,0.086,0.085
582,0.085,0.086,0.085
584,0.085,0.085,0.085
586,0.085,0.085,0.085
588,0.085,0.085,0.085
590,0.085,0.085,0.085
592,0.085,0.085,0.085
594,0.084,0.085,0.085
596,0.084,0.085,0.085
598,0.084,0.085,0.085
600,0.084,0.085,0.084
