280,3.513,3.518,3.535
282,2.837,2.835,2.855
284,2.384,2.389,2.402
286,1.901,1.899,1.911
288,1.566,1.569,1.579
290,1.373,1.371,1.383
292,1.178,1.178,1.187
294,1.016,1.009,1.018
296,0.853,0.86,0.855
298,0.727,0.722,0.734
300,0.651,0.648,0.654
302,0.593,0.592,0.598
304,0.553,0.554,0.558
306,0.515,0.514,0.52
308,0.489,0.489,0.491
310,0.468,0.467,0.474
312,0.451,0.45,0.457
314,0.436,0.436,0.439
316,0.414,0.414,0.418
318,0.399,0.398,0.402
320,0.383,0.382,0.386
322,0.369,0.368,0.372
324,0.357,0.356,0.36
326,0.348,0.348,0.352
328,0.341,0.34,0.344
330,0.331,0.33,0.334
332,0.319,0.318,0.322
334,0.309,0.308,0.312
336,0.299,0.298,0.301
338,0.29,0.289,0.292
340,0.279,0.278,0.282
342,0.271,0.271,0.274
344,0.265,0.264,0.267
346,0.26,0.259,0.262
348,0.255,0.254,0.257
350,0.25,0.249,0.252
352,0.245,0.245,0.248
354,0.24,0.239,0.242
356,0.234,0.233,0.236
358,0.226,0.225,0.228
360,0.218,0.217,0.219
362,0.208,0.208,0.21
364,0.198,0.197,0.199
366,0.181,0.181,0.183
368,0.166,0.165,0.168
370,0.152,0.151,0.154
372,0.139,0.138,0.14
374,0.13,0.129,0.132
376,0.123,0.122,0.124
378,0.118,0.117,0.119
380,0.113,0.112,0.114
382,0.109,0.108,0.11
384,0.106,0.105,0.107
386,0.103,0.102,0.104
388,0.102,0.101,0.103
390,0.1,0.099,0.101
392,0.099,0.098,0.1
394,0.098,0.097,0.099
396,0.098,0.097,0.098
398,0.097,0.096,0.098
400,0.097,0.095,0.097
402,0.096,0.095,0.097
404,0.095,0.094,0.096
406,0.095,0.094,0.096
408,0.094,0.093,0.095
410,0.094,0.093,0.095
412,0.094,0.092,0.094
414,0.093,0.092,0.094
416,0.093,0.091,0.093
418,0.092,0.091,0.093
420,0.092,0.091,0.092
422,0.092,0.09,0.092
424,0.091,0.09,0.092
426,0.091,0.09,0.092
428,0.091,0.089,0.091
430,0.09,0.089,0.091
432,0.09,0.089,0.091
434,0.09,0.089,0.09
436,0.089,0.088,0.09
438,0.089,0.088,0.09
440,0.089,0.088,0.09
442,0.089,0.088,0.089
444,0.089,0.087,0.089
446,0.089,0.087,0.089
448,0.088,0.087,0.089
450,0.088,0.087,0.088
452,0.089,0.087,0.089
454,0.088,0.087,0.088
456,0.088,0.087,0.088
458,0.088,0.086,0.088
460,0.088,0.086,0.088
462,0.088,0.086,0.088
464,0.088,0.086,0.088
466,0.087,0.086,0.087
468,0.087,0.086,0.087
470,0.087,0.086,0.087
472,0.087,0.086,0.087
474,0.087,0.085,0.087
476,0.087,0.085,0.087
478,0.086,0.085,0.087
480,0.086,0.085,0.087
482,0.086,0.085,0.086
484,0.086,0.085,0.086
486,0.086,0.085,0.086
488,0.086,0.085,0.086
490,0.086,0.085,0.086
492,0.086,0.085,0.086
494,0.086,0.085,0.086
496,0.086,0.085,0.086
498,0.085,0.085,0.086
500,0.085,0.085,0.086
502,0.085,0.085,0.086
504,0.085,0.085,0.086
506,0.085,0.085,0.086
508,0.085,0.084,0.086
510,0.085,0.084,0.086
512,0.085,0.084,0.086
514,0.085,0.084,0.086
516,0.085,0.084,0.085
518,0.085,0.084,0.085
520,0.085,0.084,0.085
522,0.085,0.084,0.085
524,0.085,0.084,0.085
526,0.085,0.084,0.085
528,0.085,0.084,0.085
530,0.085,0.084,0.085
532,0.085,0.084,0.085
534,0.085,0.084,0.085
536,0.085,0.084,0.085
538,0.085,0.084,0.085
540,0.085,0.084,0.085
542,0.085,0.084,0.085
544,0.085,0.084,0.085
546,0.085,0.084,0.085
548,0.085,0.084,0.086
550,0.085,0.084,0.086
552,0.085,0.084,0.085
554,0.085,0.084,0.086
556,0.085,0.084,0.086
558,0.085,0.084,0.085
560,0.085,0.084,0.085
562,0.085,0.084,0.085
564,0.085,0.084,0.086
566,0.085,0.084,0.085
568,0.085,0.084,0.085
570,0.085,0.084,0.085
572,0.085,0.084,0.085
574,0.085,0.084,0.085
576,0.085,0.084,0.085
578,0.085,0.084,0.085
580,0.085,0.084,0.085
582,0.085,0.084,0.085
584,0.085,0.084,0.085
586,0.084,0.084,0.085
588,0.084,0.084,0.085
590,0.084,0.083,0.085
592,0.084,0.084,0.085
594,0.084,0.083,0.084
596,0.084,0.083,0.084
598,0.084,0.083,0.084
600,0.084,0.083,0.084
